timestamp,cpu_energy_kwh,gpu_energy_kwh,total_energy_kwh,tasks_scheduled,sla_violations,avg_sla_slack,cluster_cpu_util,cluster_gpu_util
10365106.0,4885.761719,14325.329067,19211.090786,847,357,0.00,0.5984,0.4000
10365188.0,4885.827219,14325.580533,19211.407753,848,357,0.00,0.6031,0.4125
10365764.0,4886.286390,14327.327808,19213.614198,849,358,0.00,0.6188,0.3875
10365812.0,4886.325490,14327.471408,19213.796898,850,359,0.00,0.6438,0.3875
10365815.0,4886.327992,14327.480383,19213.808375,851,360,0.00,0.6688,0.3875
10366402.0,4886.828980,14329.236492,19216.065472,852,360,0.00,0.6734,0.4000
10366634.0,4887.026961,14329.933858,19216.960820,853,361,0.00,0.6813,0.3750
10366655.0,4887.045088,14329.995108,19217.040197,854,362,0.00,0.6938,0.3875
10366655.0,4887.045088,14329.995108,19217.040197,855,363,0.00,0.7063,0.4000
10366673.0,4887.060976,14330.050308,19217.111284,856,364,0.00,0.7250,0.4000
10366675.0,4887.062770,14330.056442,19217.119212,857,365,0.00,0.7438,0.4000
10366864.0,4887.231465,14330.636042,19217.867507,858,366,0.00,0.7125,0.4000
10366923.0,4887.282934,14330.816975,19218.099909,859,366,0.00,0.6922,0.4125
10367089.0,4887.427636,14331.338492,19218.766128,860,367,0.00,0.7094,0.4125
10367276.0,4887.592634,14331.915483,19219.508117,861,368,0.00,0.7234,0.4000
10367461.0,4887.758395,14332.482817,19220.241211,862,369,0.00,0.7422,0.4000
10367581.0,4887.867199,14332.850817,19220.718016,863,370,0.00,0.7484,0.4000
10368044.0,4888.291053,14334.270683,19222.561736,864,371,0.00,0.7656,0.4125
10368051.0,4888.297555,14334.292675,19222.590230,865,372,0.00,0.7828,0.4250
10368169.0,4888.406850,14334.672242,19223.079092,866,373,0.00,0.7656,0.4250
10368553.0,4888.758948,14335.907442,19224.666389,867,374,0.00,0.7656,0.4250
10368935.0,4889.106057,14337.122708,19226.228765,868,375,0.00,0.7563,0.4250
10369049.0,4889.211111,14337.489408,19226.700519,869,375,0.00,0.7609,0.4375
10369221.0,4889.370241,14338.055575,19227.425816,870,376,0.00,0.7844,0.4375
10369226.0,4889.374958,14338.072033,19227.446991,871,377,0.00,0.8078,0.4375
10369226.0,4889.374958,14338.072033,19227.446991,872,378,0.00,0.8313,0.4375
10369368.0,4889.511797,14338.530225,19228.042022,873,378,0.00,0.8250,0.4375
10369381.0,4889.524472,14338.573017,19228.097489,874,378,0.00,0.8297,0.4500
10369594.0,4889.732563,14339.289292,19229.021855,875,378,0.00,0.8109,0.4500
10369742.0,4889.874460,14339.786433,19229.660894,876,379,0.00,0.7844,0.4375
10369814.0,4889.942066,14340.018033,19229.960099,877,379,0.00,0.7781,0.4250
10369891.0,4890.014334,14340.265717,19230.280050,878,379,0.00,0.7797,0.4375
10369903.0,4890.025611,14340.305217,19230.330827,879,380,0.00,0.8047,0.4500
10370121.0,4890.226867,14341.027675,19231.254542,880,381,0.00,0.7594,0.4375
10370192.0,4890.292468,14341.261383,19231.553851,881,382,0.00,0.7688,0.4500
10370195.0,4890.295262,14341.271483,19231.566745,882,382,0.00,0.7734,0.4625
10370418.0,4890.501148,14342.038975,19232.540123,883,382,0.00,0.7594,0.4750
10370444.0,4890.525163,14342.130258,19232.655422,884,382,0.00,0.7609,0.4750
10370779.0,4890.835071,14343.307817,19234.142888,885,382,0.00,0.7609,0.4750
10370813.0,4890.866523,14343.427308,19234.293832,886,382,0.00,0.7609,0.4750
10370815.0,4890.868374,14343.434342,19234.302715,887,382,0.00,0.7656,0.4875
10371165.0,4891.182626,14344.589275,19235.771901,888,383,0.00,0.7406,0.4375
10371552.0,4891.534554,14345.863150,19237.397704,889,383,0.00,0.7453,0.4500
10372302.0,4892.190566,14348.281725,19240.472291,890,383,0.00,0.6594,0.4250
10373128.0,4892.861707,14350.816892,19243.678599,891,384,0.00,0.6109,0.4125
